open_price,high_price,prev_closing,volume,symbol,low_price,per_change,change_price,ltv,ltp,trans_date
15,2020-09-30 15:00:00,970.00,970,stocklive,972,-2.00,0.21,1440,970,965,NUBL
30,2020-09-30 15:00:00,122.00,122,stocklive,111,11.00,9.91,19784,112,112,GHL
100,2020-09-30 15:00:00,212.00,215,stocklive,212,0.00,0,96181,215,208,KBL
10,2020-09-30 15:00:00,812.00,822,stocklive,821,-9.00,1.1,550,806,806,GMFBS
25,2020-09-30 15:00:00,1774.00,1861,stocklive,1773,1.00,0.06,4498,1861,1764,HDL
10,2020-09-30 15:00:00,1459.00,1487,stocklive,1470,-11.00,0.75,3968,1470,1454,LICN
10,2020-09-30 15:00:00,1164.00,1194,stocklive,1171,-7.00,0.6,1206,1171,1157,GILB
110,2020-09-30 15:00:00,244.00,288,stocklive,262,-18.00,6.87,24152,275,236,NFS
160,2020-09-30 15:00:00,545.00,549,stocklive,550,-5.00,0.91,4010,540,539,RSDC
438,2020-09-30 15:00:00,292.00,300,stocklive,292,0.00,0,53139,288,288,SHPC
25,2020-09-30 15:00:00,308.00,310,stocklive,309,-1.00,0.32,5327,305,305,EDBL
10,2020-09-30 15:00:00,815.00,820,stocklive,823,-8.00,0.97,2020,814,814,SDLBSL
2845,2020-09-30 15:00:00,115.00,115,stocklive,105,10.00,9.52,67561,105,105,UNHPL
160,2020-09-30 15:00:00,403.00,405,stocklive,406,-3.00,0.74,21499,401,399,BPCL
485,2020-09-30 15:00:00,8.96,9,stocklive,9,0.31,3.58,9752,9,9,NIBLPF
20,2020-09-30 15:00:00,555.00,560,stocklive,551,4.00,0.73,29582,550,544,NICL
32,2020-09-30 15:00:00,1243.00,1250,stocklive,1255,-12.00,0.96,4670,1250,1243,SWBBL
100,2020-09-30 15:00:00,9.48,9,stocklive,9,0.18,1.94,5200,9,9,NMB50
150,2020-09-30 15:00:00,179.00,179,stocklive,176,3.00,1.7,13448,179,174,SIFC
430,2020-09-30 15:00:00,150.00,150,stocklive,147,3.00,2.04,8850,145,144,SAPDBL
310,2020-09-30 15:00:00,125.00,128,stocklive,125,0.00,0,21366,127,123,MPFL
25,2020-09-30 15:00:00,1005.00,1005,stocklive,1020,-15.00,1.47,25,1005,1005,SAND2085
10,2020-09-30 15:00:00,180.00,181,stocklive,167,13.00,7.78,19412,165,165,PFL
126,2020-09-30 15:00:00,537.00,541,stocklive,537,0.00,0,8605,533,531,IGI
26,2020-09-30 15:00:00,1544.00,1575,stocklive,1542,2.00,0.13,985,1512,1512,NMFBS
30,2020-09-30 15:00:00,167.00,168,stocklive,162,5.00,3.09,12600,165,165,CORBL
100,2020-09-30 15:00:00,3406.00,3450,stocklive,3448,-42.00,1.22,632,3448,3405,STC
10,2020-09-30 15:00:00,743.00,743,stocklive,742,1.00,0.13,227,740,734,MLBBL
22,2020-09-30 15:00:00,1080.00,1085,stocklive,1074,6.00,0.56,685,1055,1055,USLB
473,2020-09-30 15:00:00,358.00,365,stocklive,361,-3.00,0.83,8263,365,358,NIBPO
200,2020-09-30 15:00:00,105.00,105,stocklive,96,9.00,9.38,27675,100,100,DHPL
500,2020-09-30 15:00:00,842.00,846,stocklive,847,-5.00,0.59,8841,845,840,RMDC
1000,2020-09-30 15:00:00,8.91,9,stocklive,9,0.11,1.25,10050,9,9,LUK
100,2020-09-30 15:00:00,9.64,10,stocklive,9,0.54,5.93,1000,9,9,SFMF
12,2020-09-30 15:00:00,680.00,695,stocklive,694,-14.00,2.02,857,694,680,NSEWA
10,2020-09-30 15:00:00,850.00,852,stocklive,852,-2.00,0.23,676,845,831,SMB
38,2020-09-30 15:00:00,942.00,961,stocklive,943,-1.00,0.11,1196,935,931,SLBS
12,2020-09-30 15:00:00,699.00,701,stocklive,705,-6.00,0.85,1104,701,692,CLBSL
1839,2020-09-30 15:00:00,10.10,10,stocklive,10,0.10,1,14975,10,10,NMBHF1
5000,2020-09-30 15:00:00,9.50,10,stocklive,9,0.01,0.11,62900,9,9,NIBSF1
100,2020-09-30 15:00:00,737.00,744,stocklive,743,-6.00,0.81,15083,738,725,SIL
11,2020-09-30 15:00:00,675.00,680,stocklive,685,-10.00,1.46,621,675,675,MSMBS
5000,2020-09-30 15:00:00,9.12,9,stocklive,9,0.06,0.66,20000,9,9,SEF
100,2020-09-30 15:00:00,1034.00,1040,stocklive,1049,-15.00,1.43,928,1040,1026,NLBSL
2000,2020-09-30 15:00:00,8.85,9,stocklive,8,0.42,4.98,7500,9,9,LEMF
200,2020-09-30 15:00:00,8.80,9,stocklive,9,-0.10,1.12,700,9,9,NICBF
100,2020-09-30 15:00:00,1629.00,1629,stocklive,1629,0.00,0,100,1629,1629,BBC
1000,2020-09-30 15:00:00,9.26,9,stocklive,9,0.18,1.98,17000,9,9,GIMES1
50,2020-09-30 15:00:00,216.00,228,stocklive,220,-4.00,1.82,6560,224,216,NHDL
1,2020-09-30 15:00:00,944.00,944,stocklive,934,10.00,1.07,1010,926,926,SPARS
500,2020-09-30 15:00:00,8.90,9,stocklive,9,-0.10,1.11,6800,9,9,NBF2
10,2020-09-30 15:00:00,357.00,360,stocklive,358,-1.00,0.28,6957,356,354,MDB
10,2020-09-30 15:00:00,6570.00,6570,stocklive,6697,-127.00,1.9,24,6570,6570,BNT
10,2020-09-30 15:00:00,1373.00,1389,stocklive,1361,12.00,0.88,181,1335,1335,JSLBB
2317,2020-09-30 15:00:00,8.73,9,stocklive,9,-0.08,0.91,11547,9,9,NEF
15,2020-09-30 15:00:00,10150.00,10174,stocklive,10150,0.00,0,480,10110,9975,RBCLPO
20000,2020-09-30 15:00:00,185.00,185,stocklive,185,0.00,0,25000,185,185,MNBBLP
25,2020-09-30 15:00:00,1075.00,1075,stocklive,1075,0.00,0,25,1075,1075,NICAD8283
